YYY;{'F': 'H-F+YF', 'Y': '[[]F+HYFHY+]', 'H': 'HF-FHYF-HF'};36.00;0.56
US;{'F': 'SS-USF+US', 'U': '-++', 'S': '[F]FF+-S+'};201.00;0.88
OFF;{'F': '[]V[OF]+FOO', 'V': '+--+OFFFFF', 'O': '+----FF'};45.00;0.60
FVUU;{'F': '+F[F+-++]', 'V': '[[[[][]]FF]U]', 'U': 'F-F'};223.00;0.40
FF;{'F': '[-[F][FFG]F]G', 'G': '[[F]][F--]G'};186.00;0.92
TTFT;{'F': 'F-', 'K': 'AT', 'T': 'FFAK--+-A', 'A': '', 'U': 'KKT+AFT-'};205.00;0.20
Q;{'F': '[]', 'Q': '-FFPEQ-', 'P': '', 'E': 'QF[Q[PE]]FQ', 'G': 'FQ-'};222.00;0.16
Z;{'F': 'VUF-FZZF', 'U': '[U[[F]]+UZ]UN', 'V': 'ZUZ---', 'N': '[]FFZU', 'Z': 'VZUN+'};36.00;0.68
HZLLL;{'F': 'Z-F+F', 'G': '[[[F]Z-+]]-GZ', 'H': 'F-L+HHLH', 'Z': 'H[HH]FL-+++', 'L': 'F'};45.00;0.80
QQFF;{'F': 'G[G]-[W+]', 'G': 'W[FWWF+G]F', 'Q': 'FFGWFF-', 'W': '[]'};95.00;0.70
SUSK;{'F': 'K+[TKT-F]', 'T': 'UF', 'S': '-+-+U-KU', 'K': 'FSFFKF', 'U': '[]F'};53.00;0.40
R;{'F': '-MMZZ', 'Z': '[]+F-R', 'M': '[]F+', 'R': 'R', 'P': '++FF'};60.00;0.02
FA;{'F': '+', 'A': '-A', 'K': '+-A-[A-]+AK'};90.00;0.02
OOFFE;{'F': 'FOFAF-AE-+', 'A': '+', 'E': 'FFF+[-]FO-', 'O': 'F[F]'};45.00;0.94
NF;{'F': 'I', 'P': 'NFNIF-IF', 'I': 'N-++F', 'N': '[]++N+I-[K]-', 'K': '[]P'};60.00;0.48
II;{'F': '[EE]--E', 'I': '-E+FB', 'B': 'EI-EEF', 'E': '--+II'};45.00;0.54
DUDFF;{'F': 'DF-F-++F', 'U': '[]DD+D-', 'D': 'D+-FF'};60.00;0.10
UFUF;{'F': 'FF', 'E': '-[JF-FF]J', 'U': '+E+-[E]U+', 'J': 'FJ+'};90.00;0.22
FSSS;{'F': '+', 'S': '[[F[]++]FS]SF'};45.00;0.52
FLLLL;{'F': 'F-[+FFL+]', 'L': 'FL'};342.00;0.76
DIFDD;{'F': '[-]', 'I': 'DFKKDK-', 'D': '[]F', 'K': 'DDIF'};152.00;0.06
X;{'F': 'PPF', 'T': '', 'X': '+PFX', 'P': 'T[PX]+FF', 'U': '[FX]X'};60.00;0.62
GJFF;{'F': '+JGJG', 'G': '[F[]G--]F-+F', 'J': '[-]'};45.00;0.62
FFVOO;{'F': 'VMTM', 'T': '[T]', 'M': 'V[T]M+F+FO', 'V': '-FF-TV-', 'O': 'OF-MMF+O-'};90.00;0.76
AFAFF;{'F': 'F[[[+]-]]-', 'A': '++F-A+F+'};60.00;0.32
Z;{'F': '[]T+[Z]', 'T': '[N][F]N', 'I': '[]-TT[F]F-', 'N': 'F', 'Z': '[]NT'};36.00;0.18
G;{'F': '[G]', 'I': 'IF-', 'Z': '', 'G': '+I+'};60.00;0.04
WKWJW;{'F': 'WJ-FN+', 'N': '[[W]]KF', 'J': 'NJ+-JK', 'W': '[J[-]]KW-', 'K': 'NK-'};90.00;0.20
H;{'F': '[]', 'H': '[KFH]F+', 'K': '', 'C': '[F]'};156.00;0.02
B;{'F': '[]M-BFB-', 'B': 'M[F-[+]-]', 'W': '-B[B]', 'M': 'BF-FM-'};88.00;0.70
F;{'F': '[+[F]FF]F+V', 'V': '[]-[F+]'};90.00;0.44
YFY;{'F': '-F', 'L': '[[]Y]', 'Y': 'Y', 'G': 'QQG+', 'Q': '[-[-]]F-Q'};36.00;0.06
JRBF;{'F': '-C', 'B': '[]', 'C': '[B-FBFFJ-C]', 'R': '[F[]]F', 'J': '[[]BRF]J-'};36.00;0.10
ZVF;{'F': '[F[[[F]]]ZF]', 'Z': 'V[F]', 'V': '[][V[V]]FVVF-'};60.00;0.80
AH;{'F': '+Z+++AZZZ', 'H': '', 'Z': 'Z', 'A': 'ZFZ-Z+AF+F'};36.00;0.88
VFV;{'F': 'FFVFFF[-]F', 'V': 'F--'};45.00;0.46
GGXXX;{'F': 'XFF+HF', 'G': '', 'X': '---', 'H': 'FX', 'U': '[FH+F+]GFX'};45.00;0.00
GXII;{'F': '[IF-J]-FF', 'X': '[JJFFXI-]+', 'J': 'XG', 'I': '[]FFFGI+', 'G': 'XIJX'};60.00;0.74
NF;{'F': 'DN-F+FF+', 'D': 'N', 'N': '[]+FF+'};60.00;0.84
FF;{'F': 'F+F[Q]Q', 'Q': 'F-Q'};90.00;0.86
VFVV;{'F': '+', 'V': 'F'};14.00;0.00
AFAAA;{'F': 'F--F+', 'A': '-[F+]-A'};90.00;0.22
UGJ;{'F': '-GYGU', 'U': '[[]]YUJ-+Y', 'J': 'JFJGUGY', 'Y': '', 'G': 'U'};139.00;0.66
TTT;{'F': '[[[]]T]', 'J': '[F]T', 'T': ''};60.00;0.00
FFV;{'F': '[[-]][FF]V', 'V': '[[[]FF[+]]]FV'};259.00;0.00
GFFG;{'F': '-', 'N': 'GFN-FF+', 'G': '[N]'};45.00;0.30
X;{'F': '-', 'T': '[F]', 'X': 'FFT++-'};187.00;0.00
F;{'F': '--+', 'P': 'BPBF', 'B': 'BF', 'C': 'FB'};45.00;0.00
FUUF;{'F': '+-+[FU]+', 'U': 'F+[F[F[--]]]+'};112.00;1.00
E;{'F': 'E[F+]+-FQ', 'V': 'C[FE]-F', 'E': 'FFF+EF', 'C': 'V++CE+C', 'Q': 'E-VEEE+Q'};60.00;0.90
F;{'F': '+E', 'E': 'FF++F+[+]E'};90.00;0.26
FFFF;{'F': 'FF+F--A-FZ', 'A': '+F+', 'Z': 'F++F-A-ZFF'};60.00;1.00
MMM;{'F': '[[I]MIFM+M]', 'I': 'FMTFF+IFF', 'T': '[-[+]]I+T-MI', 'M': '[[][]+-]-T-FT'};6.00;0.22
FF;{'F': 'XIFXI', 'X': '[[]++]YIF', 'Y': '', 'I': 'YF+T', 'T': '[F]FYF-IF-'};36.00;0.50
FFU;{'F': '[F[]FCHJHH]U', 'H': 'U[+[]CU]F+C', 'U': '+F++FC+', 'C': 'HFFF', 'J': 'CC-'};159.00;0.40
UYFY;{'F': '', 'I': 'F++[-Y]-F-I', 'U': '+F-[-II]U-', 'Y': '[FIU]IF-'};36.00;0.30
QFF;{'F': 'RR', 'R': 'R-Q', 'Q': 'F+R', 'Z': 'ZQZQ[QF]FF'};90.00;0.26
VXM;{'F': '[AV]X', 'V': 'XFFA', 'M': 'V+[FAMM]-A', 'A': '+A', 'X': 'V'};342.00;0.44
GFFGG;{'F': 'FF+G----+', 'G': '-FG[F[-GF]]'};45.00;0.26
ZZ;{'F': 'FZ++', 'Z': '-F'};60.00;0.10
LLLFL;{'F': '-', 'L': '[[][]L-+]'};83.00;0.04
F;{'F': '[F--]+OF-F-', 'O': 'O+F'};45.00;0.60
ZL;{'F': '+ZF-W-', 'L': 'L+', 'Q': 'W-LW-F', 'W': 'F[ZFZFZZF]', 'Z': 'WFF[L]LF-WL'};113.00;0.96
AFMI;{'F': 'FM[++]SFIMM', 'S': 'F[M[M]MF]IM', 'I': 'MFFIMM', 'A': '+F', 'M': '-FS'};36.00;0.66
DDUFD;{'F': '+-', 'D': '', 'U': 'FFUF+DF'};26.00;0.04
FW;{'F': 'F+[F]+-++F', 'K': '[]K', 'W': 'K+WW'};90.00;0.16
FFF;{'F': '-[FC]', 'L': 'FF+F++F-', 'D': 'FFLC', 'C': '[D+[F+]CF+L]'};208.00;0.44
ABFF;{'F': '-FA-+F+B', 'A': '[FF]FA', 'Q': 'QF[-A]F--A', 'B': 'B'};90.00;0.78
FBBAF;{'F': '', 'B': 'FBAF+F-', 'A': 'FB'};94.00;0.26
QFQ;{'F': '[-Q]', 'Q': 'FF+'};60.00;0.40
FQFQQ;{'F': 'FQFF+Q-', 'Q': '[[]]FFQ-'};90.00;0.36
FFBFB;{'F': 'F+-+-G-BF', 'B': '+G', 'A': '-BFF+-GBF', 'H': 'B++B', 'G': 'F-BF+GH'};45.00;0.60
FFNF;{'F': 'N-N[O]-F-', 'N': '[]NNF+F', 'O': '+NF++F'};295.00;0.58
QQQF;{'F': '[[]]+F', 'Q': '[[]]'};305.00;0.06
NZFZF;{'F': 'FFF+N', 'D': 'N', 'Z': 'DF+--D', 'N': 'N+NZFFFF'};60.00;0.20
IO;{'F': 'U', 'I': 'UH', 'H': 'I', 'O': '[F+[I]]FFOFU', 'U': '-FU--'};45.00;0.26
YYFYY;{'F': 'FY[F-]F', 'Y': '+'};90.00;0.32
TTFF;{'F': '-', 'T': ''};203.00;0.00
FRUFU;{'F': 'ZO', 'U': 'R+', 'O': 'ORFF', 'Z': '[]-FU', 'R': 'OZZUFZO-FF'};82.00;0.60
LDDF;{'F': '-L-[FD-]LLD', 'D': 'F+F+', 'L': 'FF'};60.00;0.40
FU;{'F': '-F+F++', 'U': '[[[]-+]F-[U]]'};151.00;0.72
BFF;{'F': 'F-BQ+', 'H': '[[Q]]FF++QF', 'B': 'F-HFHF', 'Q': 'F'};60.00;0.50
WFWF;{'F': '[F[F]FF]F', 'D': '', 'W': 'FW'};60.00;0.02
LFLFL;{'F': '--F[F]-+F+F', 'L': '-F'};90.00;0.98
PPFPF;{'F': '[-[+--]F]', 'P': 'FF'};275.00;0.06
RIF;{'F': '[R]IH', 'H': '[F]FIRF-', 'R': '[]', 'I': 'HIFFR'};45.00;0.28
B;{'F': 'BFB', 'B': '+[R][F]F+FF', 'R': 'BF-BFRFF'};60.00;0.46
FPP;{'F': 'PAP+-', 'A': '[F]-+', 'P': 'FA-+'};90.00;0.02
FE;{'F': 'FHHM-FEH', 'E': '+IEF', 'H': 'H', 'M': 'IEF-[FH[]]', 'I': 'FH'};90.00;0.54
I;{'F': 'FI-', 'I': '[]'};45.00;0.00
TQQF;{'F': 'F-+', 'Q': '-', 'T': '+FFFT+'};177.00;0.16
S;{'F': '--', 'X': '[]F', 'S': 'W+-', 'W': 'WWXF'};30.00;0.18
ZZ;{'F': '+FZZZ+', 'Z': '[]'};45.00;0.00
FLFFF;{'F': '', 'L': ''};90.00;0.00
G;{'F': '[[+FG[F]V]]FF', 'V': '++GV+FFGFF', 'G': 'FVF'};45.00;0.80
NNNN;{'F': '[N][N-F]+F', 'S': '+FFF', 'U': '[]NS', 'N': 'NU'};45.00;0.72
FV;{'F': '-FLLVZF+', 'L': '+FFF-F--FF', 'Z': 'ZLV+[V]L', 'V': '+FZF', 'P': '[L[+]F]FF+P'};318.00;1.00
ZZJJ;{'F': 'F[FJW]ZZZ', 'W': '-FF+-VZVV', 'Z': '', 'V': '[]', 'J': '[J--J[F]]FF'};242.00;0.76
FFVFF;{'F': '', 'S': 'F[+-]+FV+F-', 'V': ''};90.00;0.00
REF;{'F': 'RFG', 'R': 'Q', 'G': 'FQ', 'E': 'QR-+', 'Q': 'EE'};37.00;0.00
F;{'F': '', 'T': '-F', 'X': 'XFEXT--IT', 'E': 'EE+', 'I': 'ETFT'};179.00;0.00
FFRWR;{'F': '[F[[-F]]]-', 'W': '[F]+FFF+F--', 'R': '[F]'};90.00;0.20
A;{'F': 'F[+]-YF', 'S': 'AFS[A]Y', 'A': '[A++]', 'Y': 'A-F'};45.00;0.02
F;{'F': 'FDFFFF', 'D': '[C]FFF--', 'C': ''};206.00;0.60
HHHP;{'F': 'F+', 'P': '', 'H': 'HFPFF'};45.00;0.24
J;{'F': '[]F+-+', 'B': 'V+FBFVB', 'J': '[J]-+-+BJJF', 'V': 'JFBF[V]F'};90.00;0.40
FNJNF;{'F': 'JJ', 'S': '[F][-+]F', 'J': '[-]SN--', 'N': '+NN-JS+SN'};264.00;0.40
FYF;{'F': '[W]+FFF[A]+', 'Y': '-WY', 'W': 'FW', 'A': 'WFA-FF'};2.00;0.96
FFFPF;{'F': '[]P', 'P': '-'};339.00;0.00
Y;{'F': '-[T+Y]', 'T': '[[T]]PPTY', 'O': '++TFP', 'Y': 'F', 'P': 'YFP-Y'};60.00;0.40
CDJD;{'F': '[U[]]-FJCFD+', 'U': '[U][UF]FFF', 'D': '', 'J': 'D', 'C': 'F'};240.00;0.60
FFI;{'F': '[[-]F]I+FFE', 'E': '', 'I': 'E+FI+'};79.00;0.80
HF;{'F': '[]', 'H': '[][JH]J-J-', 'J': 'FJ'};90.00;0.30
FNANF;{'F': 'FT[--I-]', 'T': '[ITAF]+I-T', 'N': 'NTF+T', 'I': '', 'A': 'AI-A'};60.00;0.66
KI;{'F': 'I', 'K': 'FI[FZ]', 'Z': '-K', 'I': 'K'};60.00;0.26
W;{'F': '-+CFW-C', 'W': 'FF', 'C': '[+[W]]', 'Z': ''};193.00;0.10
FF;{'F': '[]L[L]FF-', 'Z': '', 'L': '[FF]LFZ--FF'};36.00;0.22
SS;{'F': 'WFF+[F]S', 'U': '+S', 'S': '-WS+', 'W': '[[W]WFF]-S'};60.00;0.46
CFDC;{'F': '+O[F]CCO', 'B': '[[D]]CC', 'C': 'OB[DF]', 'O': '+DCF--F+', 'D': 'FB+O[C]DO'};45.00;0.72
SFSS;{'F': '[[[]SS]A]F+FS', 'A': 'SF+', 'S': '-[-SS+]S+AA'};45.00;0.32
F;{'F': '[G[]]FGFF', 'G': '[-[]]FFGG'};90.00;0.00
XXXX;{'F': 'FFF', 'I': '-XFFFFFXI', 'X': '[]F++XFFI'};36.00;0.44
FCA;{'F': '[[]C]C', 'C': 'RRAFFFF-A+', 'A': '[+]-', 'R': 'R'};226.00;0.54
FS;{'F': '+OF', 'Y': '[]', 'Q': 'OYY', 'S': '+[+]', 'O': '[Q-]'};90.00;0.28
FGE;{'F': '-EFF', 'G': '', 'E': '', 'B': 'EEB-BF'};60.00;0.82
M;{'F': '', 'G': 'T[+]ZM[M+G]Z', 'T': 'T', 'M': '[G]', 'Z': '-MFMG'};90.00;0.28
VFFF;{'F': '[+V[VF+[F]]]', 'V': '[[[]]FF-F]V'};60.00;0.78
FFNN;{'F': 'EF-VNE', 'N': '-+F[F]+N', 'V': '+NF', 'E': '-N'};90.00;0.30
FPPPP;{'F': 'F-+[FPF]FP', 'P': ''};45.00;0.00
UFEP;{'F': '[P]-', 'P': 'FUFU-E-', 'L': '[F-F-]+LF', 'U': '[FPP]F', 'E': 'PPUEULPU'};292.00;0.16
U;{'F': 'FUAF+UA+', 'U': '-A[-[-]]AFU', 'K': '-', 'A': '-K-FAA'};101.00;0.78
F;{'F': '[F-]FF', 'E': '[F]SFF', 'S': 'E+ESFE+SSF'};150.00;0.00
I;{'F': 'I', 'I': '--+-+', 'T': '[-IF]TFFF'};45.00;0.00
FFQ;{'F': '[F]A-QFA-F', 'A': '', 'Q': '[-]+FF+'};90.00;0.58
NBF;{'F': 'I[F]IB-N+', 'B': '[]FFNI', 'N': '[L+]N+I+', 'L': '[]N', 'I': '[-++LL]'};45.00;0.38
DFFFF;{'F': '[F[-F]F+]', 'D': '[]+D-FF-+++'};36.00;0.46
FIFFI;{'F': '', 'W': '[V]V', 'P': '[]--F+', 'V': 'FIF+', 'I': '-F+-WVWW'};90.00;0.14
WFFJQ;{'F': '-QCFQ--J', 'C': 'F+-W+', 'Q': '-FFF-CFFQF', 'W': 'C', 'J': '[-]FFWQ-QF+'};45.00;0.82
FM;{'F': '[-]MMMJ[[+]]', 'M': 'FJ', 'J': '[]'};45.00;0.00
WWF;{'F': '[[[]]][-+FW]+W', 'W': '[WFWF+]W'};90.00;0.40
NNBZ;{'F': 'FZB', 'Z': '-ZN-B[BB+B]', 'N': '-+F-', 'B': '[[]]BF'};58.00;0.26
QFQF;{'F': 'FF[KK]-', 'Q': 'QF+-+QFQFF', 'K': ''};45.00;0.66
XF;{'F': '++', 'Z': '[[]]--', 'X': 'F'};159.00;0.00
IQIQ;{'F': 'QF-FQ[Q]-F', 'Q': 'FFF-F+Q-', 'I': '[]-I-++F'};158.00;0.86
NF;{'F': '-+--+', 'N': ''};277.00;0.00
DCCCD;{'F': '[]FF--+AA', 'D': 'FFFD-D-+AC', 'C': 'AA+DFDFFCA', 'A': 'DA[D[D]F+]DD'};60.00;0.60
CCP;{'F': 'CFPP', 'C': '', 'P': '+F'};209.00;0.22
L;{'F': 'L[F]-', 'L': 'F'};90.00;0.08
O;{'F': 'F[+]+', 'O': '[[O[[]]]]FF-PF', 'P': '-OOO-P-O'};153.00;0.22
FGMGG;{'F': '[FFM]', 'M': '[]FF-+F', 'G': '[]'};36.00;0.02
FVVVF;{'F': '[-]++', 'V': 'F[-]'};36.00;0.00
UUTTF;{'F': '[[U]FXX][FU]', 'T': 'UF', 'X': '[++UU]FFXF+', 'U': 'FU+F'};45.00;0.60
ZOFZO;{'F': '[V]-F-O', 'V': '[]O-V-FV-', 'O': 'F', 'Z': '[FZVZ]F'};11.00;0.74
RRKF;{'F': '+K', 'R': '[]F-F-+FRR-', 'K': 'R[-]FFF'};36.00;0.36
UUUWF;{'F': '+F[W]-U+F-F', 'W': 'W-FF', 'U': '[F-]FW+[++]'};36.00;0.80
KKKF;{'F': 'KK[H]K', 'H': 'F', 'K': '-FK++'};45.00;0.54
GFGG;{'F': 'FF[+]GF-FF+', 'G': 'G[G[]]'};60.00;0.24
FX;{'F': 'FPX', 'Y': 'Y[[PX]-]', 'X': '[[]]LX', 'L': 'YYPFPXF-', 'P': 'YLFLFF'};45.00;0.20
PGPR;{'F': 'GUF-', 'G': 'RU+R', 'U': '[[R]P]FF', 'R': 'U', 'P': 'RUFF'};133.00;0.22
HHJ;{'F': '[[]]-F++J+FH', 'H': '[]', 'J': '[[]]H-J[J]+'};90.00;0.30
OPP;{'F': '--', 'P': 'PDFD+O-', 'H': '[]--', 'O': '', 'D': 'DFDD'};45.00;0.46
XXF;{'F': '[XX+X-]+', 'X': '', 'E': '-FE'};36.00;0.00
FX;{'F': '[VVV[]VV]-F+', 'X': '[]+F+', 'V': '[]FXV+-V'};90.00;0.38
FLMF;{'F': '[F--F]F', 'M': '[]', 'L': 'M', 'X': 'MF[++]'};45.00;0.28
FOBYY;{'F': 'F', 'Y': '[BO]FOB-Y', 'B': 'B+F+-BF', 'O': 'F[+]+B'};94.00;0.74
TNFTZ;{'F': '[]QNFZ', 'T': '[TZ-TQ]', 'N': '[T]', 'Z': '-[FQ-TN]', 'Q': '[F]-FF'};36.00;0.80
EUUU;{'F': '[[U]E]M', 'E': '[FMF]UEU', 'U': '+MFMF', 'M': '[[]+]++F'};60.00;0.94
O;{'F': '-FF', 'E': '+[FG+F]O', 'O': 'F[WEFF]', 'G': '[O]GOEE', 'W': 'OEEF++O'};60.00;0.64
KKKK;{'F': '[F]F+FFK-', 'K': '+F', 'U': 'FUF-FK-'};326.00;1.00
AEF;{'F': 'A[P]F', 'A': '[F]-O[-]F+', 'P': 'O', 'E': 'FFFEEAPP-', 'O': '-'};171.00;0.50
EQE;{'F': '[QEFF]FF-', 'E': '[+E]+', 'Q': '[+]-EB-', 'B': ''};349.00;0.08
FFHF;{'F': '', 'H': 'H----FF'};272.00;0.04
IFFFI;{'F': 'I-FMFIM-M', 'I': 'I', 'M': 'MM-'};90.00;0.66
YYP;{'F': '+-[YP]PFP-F', 'Y': '', 'D': '[]--', 'P': '[[]]+P[P]F+PF'};90.00;0.62
FFF;{'F': '[]', 'C': 'C[FFC]++-'};346.00;0.00
VF;{'F': '[F]DD+[FF-+]', 'V': '', 'D': '[+FFFD+]'};60.00;0.80
AAA;{'F': 'WF[Y]O', 'A': '[[]-]', 'O': 'OW', 'W': 'A[O]FWF+', 'Y': 'F'};90.00;0.00
F;{'F': '-[P+FPP]', 'P': '[PP]-FF+PF'};90.00;0.78
XF;{'F': '--', 'X': '[]', 'V': 'VF[FFV+F[]]'};215.00;0.00
DDDFF;{'F': '[F]++-+FF+', 'D': 'F'};42.00;0.26
RFR;{'F': '[[F]-]FFR', 'R': '[F]+F+F'};60.00;0.72
FGWF;{'F': '[[[FF]]]-W', 'W': '[-]', 'G': 'F[GG[]]W-F'};90.00;0.46
QJ;{'F': '[-[[W]F]]JFJ', 'J': '[F+-JQJ]-', 'Q': 'WF[F-]W-F+F', 'W': 'FW-FQ'};45.00;0.68
FMF;{'F': '[-][[+[]F]+F]+', 'M': '[F][++F]+'};90.00;0.00
VV;{'F': 'VV+FFF+FV', 'Z': 'VZ', 'V': '[+]+'};90.00;0.00
QQQF;{'F': '[-]Q[-]F-F', 'Q': '[Q]-QQ'};36.00;0.20
IFCI;{'F': '[C[]CI]--+F', 'I': '[[]]', 'C': '[+]'};90.00;0.04
CFF;{'F': 'FF-+F++', 'C': '[F-C++[++]]F', 'P': 'C[C+[[]+P]F]C'};178.00;1.00
AA;{'F': '', 'A': '[[[]]]'};135.00;0.00
D;{'F': 'VF', 'D': 'V-VFF', 'Y': 'F', 'V': '', 'M': 'FF[V]FV'};313.00;0.04
H;{'F': '+-H', 'D': '[[F][+DFF+]F]', 'H': '[-]HD'};45.00;0.16
DKKN;{'F': 'KFKK-', 'N': 'SDFS[D]D', 'K': '[][SD]FS+', 'S': '+K', 'D': '[]N[S-SSFF]'};90.00;0.54
PE;{'F': '-', 'P': '[+]FF-', 'E': 'EP', 'G': ''};45.00;0.04
RFF;{'F': '[+]OXO+FF', 'O': '[R+RF]', 'X': 'FFFWW', 'R': 'WFO+-F+W[+]', 'W': '-X'};60.00;0.30
EFE;{'F': '[F[]]', 'E': '+FEFF++'};90.00;0.10
AFFF;{'F': '[+-[A]]++', 'A': 'F+F-FFFF-+'};60.00;0.60
BFBJ;{'F': 'FBJSJEE+', 'S': '[-F]JB', 'E': 'E', 'B': '[[]]BS-F', 'J': 'FFFFE+-'};92.00;0.54
F;{'F': 'F[---FAF]F', 'A': ''};300.00;0.00
XPFIP;{'F': 'PFPPFI', 'P': '[]I+PIFF', 'I': 'F[FIP]', 'X': '[I]I+F'};90.00;0.60
FF;{'F': '[F]FFKFF-', 'K': '+F[+[]FFK]K'};90.00;0.74
FUFQ;{'F': '', 'U': '-FU', 'Q': 'ZQQ', 'Z': '[]F+'};36.00;0.66
FWLR;{'F': 'F-W', 'W': '--[L-]', 'R': '', 'Y': 'YFLWRL-W++', 'L': 'Y-'};36.00;0.30
FFTMF;{'F': 'W-WFM-+W-M', 'W': 'F', 'M': '++M', 'T': 'MTFW+T-+'};36.00;0.80
GB;{'F': 'FFBMMGGP', 'B': 'MBGFFM+', 'M': '-BF', 'G': 'GBPMG+PF', 'P': 'FF+'};45.00;0.44
F;{'F': '-++-F-F', 'A': '-AF'};90.00;0.34
AAAFF;{'F': 'FA+AFF', 'A': '[F]-AF+'};38.00;1.00
VVFT;{'F': '', 'T': '[V]', 'V': '+T', 'G': 'V+F+FF+-G'};60.00;0.06
FZFF;{'F': 'F[FFZF]+FF', 'Z': '+++'};36.00;0.82
PFQPS;{'F': '', 'P': '[S][Q]Q-F+', 'Q': 'Q+-', 'S': 'QSFS-F-+Q-'};284.00;0.60
BMB;{'F': 'FF-FN', 'B': 'NNNFMNNMNF', 'M': '[M]NFM-F', 'N': '[M[B[]F]F]F'};36.00;1.00
Z;{'F': 'F', 'Z': '-[F+]F+'};45.00;0.04
F;{'F': 'F+VFFQVQ', 'Q': '', 'Z': 'VQ--', 'V': ''};90.00;0.66
I;{'F': '[[-]IUI][F]', 'I': '[F]FF--I+[F]', 'U': 'F-+'};287.00;0.22
VEFE;{'F': 'V[VF]EF', 'G': 'FRFG', 'R': '', 'V': 'V[F]EVE', 'E': ''};90.00;0.00
DPE;{'F': 'QF', 'P': '[Q[+F]]', 'Q': '-[Q-Q+P]QQE', 'E': '', 'D': '[F]F'};90.00;1.00
IFF;{'F': '[+I-F+]FF', 'I': 'FF'};45.00;0.90
MFMFF;{'F': 'F[FM]', 'M': '[[F]][[FMM]F]'};60.00;0.02
W;{'F': 'WLFFZF+-', 'L': '', 'Z': 'L+-XZX-+X', 'X': 'F-Z[F]', 'W': 'FFXZFZFX+L'};306.00;0.40
FLRL;{'F': '[LRN[FL]F]+', 'R': '[[]]FU', 'N': '--[LU]RFF', 'U': '-F+R', 'L': 'FUUNRNUN'};60.00;0.34
AAAFC;{'F': 'A++AF+', 'C': '[CCC-CC]', 'A': '+[A]'};45.00;0.10
IXKX;{'F': '-K', 'X': 'I', 'I': '-KFK', 'K': ''};90.00;0.00
LFU;{'F': '', 'L': '+-Y', 'U': '[[F]ZU-]', 'Z': '+L', 'Y': 'U'};219.00;0.06
AFFNA;{'F': 'F+FF', 'N': '', 'A': 'FF[FF]'};60.00;0.94
V;{'F': 'FB[F]', 'Q': '-[FGF]BBVB', 'B': 'F[-V]', 'V': 'QFQGB', 'G': 'GF'};11.00;0.58
QMM;{'F': 'SQF[F]', 'M': 'M', 'Q': '[Q[FFF[]]F]', 'J': '+FSJSFS[M]J', 'S': '[+[J]M]'};60.00;0.30
TMFJ;{'F': 'MKFMJ', 'J': 'F', 'K': 'J+M', 'M': 'J', 'T': '[+-FT]-K-+'};36.00;0.48
HA;{'F': '[F]-A[HY]G+', 'A': '[HG][Y]-Y+F', 'G': '[F-]F+Y-F', 'H': '-+Y', 'Y': '[--F]H+FFA'};99.00;0.20
XZZFF;{'F': '+[F-]', 'X': '[Z]F', 'Z': '--Z+-Z'};90.00;0.12
F;{'F': '[[+HF[]]-HH]H', 'H': 'F-H'};45.00;0.32
FOBOO;{'F': 'FF+FF+P', 'P': '[][PO-[PB]+]B', 'B': 'FBF', 'O': '[OP]-FP--'};90.00;0.36
FFFT;{'F': '+-F[+]FF', 'T': 'F++FT'};90.00;0.00
VFV;{'F': 'F[+]CVFVFF', 'V': 'FFF-H', 'C': 'CVF', 'U': 'FVV', 'H': ''};36.00;1.00
TFF;{'F': 'VRF-', 'T': '-V+RV[R]-VF', 'R': '[FF]', 'V': 'FTTF-F', 'G': ''};60.00;0.80
FKFKK;{'F': 'FKVFFF', 'V': '[+]', 'K': '[]'};60.00;0.00
JGR;{'F': '--GFG-V+', 'J': 'F-', 'G': '', 'V': '[G]F--V+R', 'R': ''};19.00;0.14
S;{'F': '[WCFW]', 'S': '[]-CSCC-', 'C': 'FC+S+-+FBF', 'B': '', 'W': '[C]-WFSFF-'};4.00;0.14
F;{'F': 'OE', 'J': '-O', 'O': '[OJO]F-OEE', 'E': '[]'};36.00;0.34
M;{'F': 'JMJF+F', 'M': '[]JFF', 'J': 'J'};60.00;0.40
FFI;{'F': 'IF[F[]+]', 'I': '[+]F++'};213.00;0.42
ZFZZ;{'F': '[]++[FFF]ZF+', 'Z': 'FZZ-'};45.00;1.00
FF;{'F': '-FU', 'U': '[+-]+F'};60.00;0.66
FFW;{'F': 'FF[W+F]-+W', 'W': '[[-]WFFF]++'};103.00;0.56
F;{'F': '[+F[]+-]', 'B': '[]+-O-B', 'O': 'OOO[O++OO]'};45.00;0.04
CCP;{'F': 'PC[Y]', 'C': '', 'P': '+Y[-P+[+F]-]', 'Y': '++CCF'};48.00;0.16
Q;{'F': '+AF', 'Q': '[[F]-]FF', 'A': 'NFN[AF[+]Q]', 'N': 'F[AF]F+N'};36.00;1.00
Q;{'F': 'F+F', 'G': '[G+F[]]FF', 'Q': 'QFQ'};90.00;0.88
QXN;{'F': 'QFQ-XXF', 'Q': 'FQG-F+XQ+', 'N': 'XQN', 'G': 'FGQ-Q+', 'X': 'GXGXFFGF'};36.00;0.92
Z;{'F': '', 'Z': 'F--F', 'L': '-'};90.00;0.00
FPF;{'F': 'F+B', 'E': '[+[]]PP[E-B]', 'P': '-F-F[+EP]F', 'B': '[BEF[[E[B]]+]]'};90.00;0.70
